1,'White'
2,'Black'
3,'American Indian/Alaskan Native'
4,'Asian Indian'
5,'Chinese'
6,'Filipino'
7,'Japanese'
8,'Korean'
9,'Vietnamese'
10,'Other Asian'
11,'Native Hawaiian'
12,'Guamanian'
13,'Samoan'
14,'Other Pacific Islander'
15,'Other'
21,'Bridged White'
22,'Bridged Black'
23,'Bridged American Indian/Alaskan Native'
24,'Bridged Asian or Pacilic Islander'
99,'Unknown'
