code	value
1	Carson City
01	Carson City
2	Churchill
02	Churchill
3	Clark
03	Clark
4	Douglas
04	Douglas
5	Elko
05	Elko
6	Esmeralda
06	Esmeralda
7	Eureka
07	Eureka
8	Humboldt
08	Humboldt
9	Lander
09	Lander
10	Lincoln
11	Lyon
12	Mineral
13	Nye
14	Pershing
15	Storey
16	Washoe
17	White Pine
88	Out of State
99	Unknown
