0,'Other'
1,'Desert'
2,'Factory'
3,'Farm'
4,'Home'
5,'Hotel'
6,'Lake'
7,'Mountain'
8,'Office Bldg'
9,'Parking Lot'
10,'School'
11,'Street'
99,'Unknown'
