0,'Non-Hispanic'
1,'Spaniard'
2,'Mexican'
3,'Central South American'
4,'Latin American'
5,'Puerto Rican'
6,'Cuban'
7,'Dominican'
8,'Other Spanish/Hispanic'
9,'Unknown'
