ISACTIVE,4,YES,varch,1
MODIFY_DATE,5,YES,datet,3
DEATH_STATUSID,1,YES,int,0,10
MODIFY_USERID,6,YES,int,0,10
DEA_STATUS_DESC,2,YES,varch,25
DEA_STATUS_SECT,3,YES,varch,10
