DTH_INFORM_DESC,2,YES,varch,50
ISACTIVE,5,YES,varch,1
EVENT_FILTER,6,YES,varch,10
DEATH_INFORMID,1,YES,int,0,10
MODIFY_DATE,3,YES,datet,3
MODIFY_USERID,4,YES,int,0,10
