DEATH_CORONERID,1,NO,int,0,10
MODIFY_USERID,6,YES,int,0,10
MODIFY_DATE,5,YES,datet,3
CORONER_REASON,2,YES,varch,50
CORONER_CODE,3,YES,varch,4
ISACTIVE,4,YES,varch,1
