Col005,5,YES,varch,8000,,,
Col004,4,YES,varch,8000,,,
Col003,3,YES,varch,8000,,,
Col002,2,YES,varch,8000,,,
Col001,1,YES,varch,8000,,,
Col007,7,YES,varch,8000,,,
Col006,6,YES,varch,8000,,,
