1,'<1'
2,'1-4'
3,'5-9'
4,'10-14'
5,'15-19'
6,'20-24'
,'25-29'
,'30-34'
9,'35-39'
1,'40-44'
1,'45-49'
1,'50-54'
1,'55-59'
1,'60-64'
1,'65-69'
16,'70-74'
1,'75-79'
1,'80-84'
1,'85-89'
99,'Unknown'
