REJECT_ORIGINATOR,2,YES,varch,8,,,
REJECT_ASSIGN_TYPE,3,YES,varch,5,,,
REJECT_REASON_CODE,4,YES,varch,8,,,
REJECT_REASON_DESC,5,YES,varch,50,,,
ISACTIVE,6,YES,varch,1,,,
MODIFY_DATE,7,YES,datet,,,,3
MODIFY_USERID,8,YES,int,,0,10,
DEATH_REJECT_TYPEID,1,NO,varch,2,,,
